source,target
14822619,14010959
14822621,13657142
14822622,13359477
14822624,13900999
14822629,12939515
14822631,14574452
14822635,13955725
14822636,13780847
14822638,12901697
14822641,14488283
14822643,14421036
14822644,14365853
14822646,13169819
14822651,13091605
14822652,13016197
14822657,12995412
14822658,14184703
14822661,13814201
14822663,13574729
14822664,13080322
14822666,14215180
14822667,14543851
14822669,14578060
14822671,13151697
14822672,14610869
14822673,13445581
14822676,14347340
14822677,13774078
14822678,14094545
14822679,13223513
14822680,13914920
14822681,13360001
14822682,13738804
14822683,14528514
14822685,14330374
14822686,14455018
14822687,14291303
14822688,13274554
14822693,13973777
14822695,13513971
14822696,14145672
14822698,13502432
14822700,13325158
14822702,13852570
14822703,12939515
14822704,14411804
14822706,14578060
14822707,13809531
14822711,13869298
14822716,13808076
14822722,13004791
14822727,14100335
14822728,13027915
14822729,13077120
14822732,13796582
14822733,12885521
14822734,13357842
14822738,14225100
14822740,13308111
14822741,12850557
14822742,14578060
14822744,12973248
14822747,14118288
14822749,13407326
14822751,14037479
14822753,13171701
14822756,13699006
14822757,14418341
14822758,13400207
14822760,13894728
14822761,13576295
14822762,14503543
14822763,13822559
14822765,13111818
14822767,13934639
14822769,13199087
14822774,14023676
14822775,14000826
14822777,14544573
14822778,13720565
14822779,13944671
14822781,13586882
14822782,13934639
14822783,14323449
14822787,13869238
14822788,14041895
14822792,13048894
14822795,14454563
14822801,13477682
14822802,13094248
14822804,14412368
14822808,14162563
14822810,14037479
14822811,13015155
14822812,13884011
14822813,13327984
14822816,13446903
14822818,14245369
14822819,13791764
14822820,13024192
14822821,12875106
14822826,14303094
14822828,13756580
14822833,14166370
14822838,13652040
14822840,14352407
14822842,14275107
14822843,14069280
14822844,13577162
14822845,14296485
14822850,13553489
14822852,13637789
14822853,13574729
14822854,13802647
14822856,14561131
14822857,13946501
14822859,14566182
14822860,14526468
14822862,14227076
14822869,13724943
14822871,14421500
14822873,12981416
14822874,14624415
14822875,12918983
14822877,14077776
14822878,14120661
14822879,14463032
14822881,13934639
14822885,13463242
14822887,12901697
14822888,14352204
14822890,13812250
14822892,14610869
14822895,12904064
14822897,14365971
14822898,13209726
14822900,13644567
14822901,13629323
14822904,14159888
14822908,14330374
14822910,14096847
14822915,14049227
14822922,14496947
14822923,13963455
14822925,13878710
14822927,13934639
14822928,13173742
14822932,13642355
14822935,13576778
14822937,13097195
14822938,13783856
14822940,13452368
14822941,14224667
14822945,13793407
14822946,12861398
14822948,13721069
14822949,14358296
14822951,14618732
14822956,13080210
14822957,13165064
14822961,13630418
14822962,13781944
14822964,14394571
14822965,13352608
14822966,13495776
14822970,13488461
14822971,14009727
14822972,14149141
14822973,14614399
14822974,13582979
14822977,13803395
14822978,13466052
14822979,12909454
14822981,13814975
14822982,14377736
14822983,12992754
14822989,13699064
14822992,14238040
14822996,12907474
14822997,12855610
14823000,13611695
14823001,13497293
14823003,13567685
14823006,12982647
14823007,13718215
14823009,14229648
14823010,14539585
14823011,13380335
14823015,14578060
14823017,14029273
14823018,14489869
14823020,14196957
14823026,14435625
14823027,13567138
14823033,14162563
14823034,14163703
14823038,13455456
14823039,14543851
14823042,13878710
14823043,14405854
14823044,13987326
14823045,13177995
14823047,13704248
14823048,13350493
14823049,13162298
14823050,14502197
14823051,13624781
14823057,13682805
14823058,13720565
14823060,12850557
14823064,13550376
14823065,13037064
14823067,13938952
14823068,13445581
14823071,13624781
14823081,14050379
14823084,14107976
14823087,12984770
14823088,13814201
14823092,13821643
14823093,14089063
14823094,12935600
14823095,13077120
14823096,13934639
14823098,14537607
14823100,13073271
14823101,13989990
14823105,14432543
14823107,13576295
14823108,13206005
14823109,13574729
14823111,13368407
14823112,14421500
14823113,14412368
14823114,14573950
14823115,13852570
14823119,14560952
14823121,13624608
14823123,14233922
14823125,14096620
14823126,13899298
14823128,14162563
14823134,13460398
14823136,12918983
14823140,13624064
14823141,13938952
14823144,13919646
14823147,13813792
14823149,14118102
14823150,14594841
14823151,14298535
14823153,14015249
14823154,14352935
14823155,13938952
